Id,Expected,Rooms,SqrMeters,Floor,Location,Description
753,340000,3,79,8,Poznań Rataje ul. Os. Orła Białego,POLECAM!!! Mieszkanie 3 pokojowe o powierzchni 79m2 znajdujące sie na os. Orła Białego znajdujące sie na 8 piętrze w 16 piętrowym bloku. Powierzchnia pokoi 20m2 18m2 12m2 kuchnia 9m2 łazienka z wanną i wc. Blok ocieplony odnowiony klatki...
754,235000,2,38,4,Poznań Rataje Środka Zawady Centrum Wilda Łazarz ul. Powstań Narodowych - Polecam!!!,BEZPIECZNA TRANSAKCJA JEDYNIE Z DOŚWIADCZONYM I LICENCJONOWANYM POŚREDNIKIEM!!! 100 % SATYSFAKCJI Z ZAKUPU!!! Polecam do zakupu mieszkanie 2 pokojowe położone na Ratajach ( os. Powstań Narodowych ). Na 38 m2 składają się dwa ustawne pokoje ( w...
755,359000,3,58,1,Poznań Grunwald,Idealne mieszkanie dla rodziny! Kameralne osiedle zaciszne miejsce nowoczesny budynek ( 2007r.) Nieruchomość położona w zielonej części Poznania ( w pobliżu Lasek Marceliński ). W pobliżu szkoła plac zabaw pełna infrastruktura. Świetnie...
756,199000,1,28,2,Poznań Winogrady Piątkowo Centrum ul. Przyjaźni Os.,Polecam na sprzedaż atrakcyjną kawalerkę zlokalizowaną na Poznańskich Winogradach na os. Przyjaźni. Doskonała lokalizacja do zamieszkania jak i do wynajmu. Po generalnym remoncie przeprowadzonym w 2012 roku. Meble kuchenne pod wymiar nowe...
757,156000,1,31,1,Poznań Sypniewo,OFERTA LICENCJONOWANEGO POŚREDNIKA- GWARANCJĄ BEZPIECZNEJ TRANSAKCJI Cena do negocjacji dla zdecydowanego klienta Mieszkanie- jednopokojowe własnościowe z KW o pow. 31 21m2 położne na kameralnym zamkniętym osiedlu w...
758,497000,4,127,1,Poznań Szczepankowo,| Bardzo ładne komfortowo wykończone bezczynszowe dwupoziomowe mieszkanie położone w Szczepankowie. W skład powierzchni 127m 2 wchodzi: I poziom: słoneczny salon (20 m2); korytarz (5 8 m2) + (3 5 m2); kuchnia (8 m2); pokój (14 m2);...
759,340000,3,65,2,Poznań Winogrady ul. Osiedle Kosmonautow,Na sprzedaż 3 pokojowe mieszkanie znajdujące się na 2 piętrze w niskim bloku na poznańskim osiedlu Kosmonautów. Jego powierzchnia to 64 8 m2 w skład której wchodzi: salon z balkonem (ok.25m2); sypialnia (ok.12m2); sypialnia (ok.11m2); jasna...
760,310500,2,53.7,4,Poznań Stare Miasto Winogrady ul. Osiedle Powstańców Warszawy,Polecam bardzo ładne 2-pokojowe mieszkanie o powierzchni uż. 54 m2 w niskim bloku z 1991 roku. Główne atuty nieruchomości: • bliskość komunikacji miejskiej • cicha i spokojna okolica • po remoncie generalnym Nieruchomość złożona z: • pokój...
761,394674,3,67.27,2,Poznań Naramowice ul. Błażeja,Osiedle Na Skraju Lasu to nowoczesny kompleks mieszkaniowy złożony z trzech kameralnych budynków łączący nowoczesną architekturę belgijskie standardy budowy najlepszą lokalizację w dzielnicy i przystępne ceny. Zastosowane detale...
762,189000,2,40.2,4,Poznań Grunwald ul. Małeckiego,Mieszkanie dla miłośników przebywania w kamienicach. Ładne zadbane gotowe do wprowadzenia .Znajduje się na 4 piętrze odnowionej kamienicy na ul.Małeckiego. Posiada 2 pokoje jeden z aneksem kuchennym łazienkę i przestronny korytarz wszystko o...
763,259000,3,47,3,Poznań-Stare Miasto Stare Miasto,Oferujemy do sprzedaży nowe apartamenty w WILLACH MIEJSKICH zlokalizowane w Poznaniu w dzielnicy Stare Miasto. Nieruchomość uzbrojona jest w następujące media: prąd woda kanalizacja ogrzewanie – z własnej kotłowni gazowej W budynkach będą...
764,222000,2,38,1,Poznań Winogrady Piątkowo Sołacz Naramowice P ul. Kosmoanutów,Zapraszamy do zapoznania się z ofertą sprzedaży mieszkania 2 pokojowego na os. Kosmonautów- WINOGRADY w wysokim bloku na I piętrze. Na metraż 38m sładają się 2 pokoje (14m 10m) kuchnia ok 4m2 łazienka 3 5 m oraz korytarz. Mieszkanie po...
765,325000,3,61,3,Poznań Ogrody ul. Nowy Świat Szpitalna Cicha Okolica,Gorąco zachęcam do zapoznania się z ofertą sprzedaży 3 pokojowego mieszkania o niezależnym układzie wszystkich pomieszczeń na 3 piętrze niskiego bloku z cegły z lat 60tych w wyśmienitej lokalizacji ul. Nowy Świat tuż przy kampusie Szamarzewo....
766,335000,3,51,4,Poznań Sołacz ul. Wojska Polskiego,| Kontakt w sprawie oferty: Renata tel. 790 721 421 . Polecam na sprzedaż mieszkanie 3 pokojowe o metrażu 51 60 m2 (po podłodze ponad 70 mkw) . . Lokal znajduje się w niskim 4 piętrowym bloku na 4 piętrze w budynku z lat sześćdziesiątych...
767,208000,2,29.93,5,Poznań Wilda ul. Czarnieckiego,Polecam na sprzedaż bardzo funkcjonale 2 – pokojowe mieszkanie z balkonem na nowo powstałym zamkniętym „Osiedlu Czarnieckiego” tuż u zbiegu ulic Czarnieckiego oraz Roboczej – niedaleko Galerii Poznań City Center oraz Starego Browaru! Jest to...
768,240000,2,42,10,Poznań ul. Os. Czecha,Nowa atrakcyjna cena!! Śliczne mieszkanie Os. Czecha! Polecam na sprzedaż mieszkanie 2-pokojowe z balkonem o powierzchni 42 42m2. Mieszkanie mieści się na 10 piętrze. Łazienka z prysznicem po gruntowym remoncie –stan idealny. Mieszkanie...
769,285000,3,48,3,Poznań Winogrady Piątkowo Sołacz ul. Przyjaźni Os.,Polecam na sprzedaż mieszkanie w niskim bloku w środku osiedla. Osłonięte od hałasu ulicy. Doskonała lokalizacja komunikacyjna (PST). Wyremontowane wymienione wszystkie instalacje okna. Na podłodze parkiety. Zabudowa kuchni wraz z...
770,349000,3,60,4,Poznań Grunwald Jeżyce Centrum ul. Rycerska,Przedmiotem sprzedaży jest przestronne 3 pokojowe mieszkanie zlokalizowane na Grunwaldzie przy ul. Rycerskiej. Usytuowane na IV piętrze w niskim ocieplonym bloku z cegły z 1958r. Mieszkanie składa się z dużego salonu 2 oddzielnych pokoi ...
771,274900,2,49,11,Poznań Piątkowo ul. Os. Jana Iii Sobieskiego,Polecam na sprzedaż mieszkanie dwupokojowe o powierzchni 49 m2 na Piątkowie ( Os. Jana III Sobieskiego ). Mieszkanie usytuowane jest na XI piętrze w XI piętrowym ocieplonym i odnowionym bloku. Mieszkanie składa się z dwóch niezależnych pokoi ...
772,288395,2,46.04,7,Poznań Winogrady ul. Hawelańska,Osiedle Nowe Winogrady zbudowaliśmy w północnej części Poznania w sąsiedztwie największego w mieście parku Cytadela i terenów rekreacyjnych nad Wartą. Pasjonaci historii mogą zwiedzać pobliskie stare forty z muzeami militariów. Lokalizacja...
773,250000,2,49.4,1,Poznań Jeżyce ul. Polna,Mieszkanie dwupokojowe położone na Jeżycach- ul. Polna. - wynajmowane ( 1500 zł) Główne atuty nieruchomości: • doskonała komunikacja z centrum • bliskość komunikacji miejskiej • bliskość szkoły przedszkola gimnazjum Nieruchomość złożona z: •...
774,390000,3,83.7,2,Poznań Grunwald Łazarz ul. Głogowska,Mieszkanie trzypokojowe opowierzchni 84 m2 w centrum Poznania. Nieruchomość złożona z: • pokój z aneksem kuchennym 27 4 m.kw • pokój 24 2 m.kw • pokój 17 8 m.kw • łazienka 5 9 m.kw • korytarz 8 4 m.kw W skład nieruchomości wchodzą też: •...
775,408456,3,65.88,1,Poznań Winogrady ul. Hawelańska,Nieruchomości Mieszkania Nieruchomości Mieszkania
776,217498,2,37.76,1,Poznań Nowe Miasto ul. Smolna 13 D,Nieruchomości Mieszkania Nieruchomości Mieszkania
777,289000,2,50,7,Poznań Ogrody,Polecam na sprzedaż wykończone mieszkanie w nowym kompleksie (2009 r.) budynków usytuowane na Ogrodach . Lokal składa się z salonu z aneksem kuchennym sypialni łazienki oraz korytarza. Okna wychodzą na zachód. W niedalekiej odległości znajduje...
778,340000,3,59,1,Poznań Grunwald Junikowo Centrum ul. Rejon Ul. Junikowskiej,Grunwald Junikowo. Tutaj proponujemy do oglądania i zakupu atrakcyjne przytulne mieszkanie o powierzchni 59m2 usytuowane w nowszej inwestycji z roku 2001. Kameralne osiedle ogrodzone i monitorowane. Jest to zespół czterech domów...
779,329000,2,65,3,Poznań Wilda,KOMFORTOWE MIESZKANIE 2 POKOJE KOMINEK BALKON CIEPLIK MIEJSKI- ZREWITALIZOWANA KAMIENICA WILDA UL. SIKORSKIEGO Na sprzedaż 2 pokojowe mieszkanie z balkonem o powierzchni 64 86m2 położone na III piętrze 4-piętrowej kamienicy. Budynek...
780,535000,3,67.32,1,Poznań Grunwald ul. Brzask,Salon nieruchomości poleca na sprzedaż KOMFORTOWE GUSTOWNIE URZĄDZONE 3 pokojowe mieszkanie w kompleksie ATANERA na Grunwaldzie przy ul.Brzask. Przemiotowa nieruchomość znajduje się na pierwszym piętrze o powierzchni 67 32 m2 wg...
781,182000,2,46,3,Poznań Dębiec ul. Łozowa Azaliowa,Polecam na sprzedaż wygodne 2 pokojowe mieszkanie o powierzchni 46m2. Usytuowane na 3 piętrze w niskim bloku z cegły na poznańskim Dębcu 9ul.Łozowa Azaliowa). Większy pokój o powierzchni 23m2 stąd wyjście na balkon -wystawa południe. Mniejszy...
782,299000,3,59,1,Poznań Piątkowo ul. Łokietka,Polecam do sprzedaży mieszkanie na Piątkowie na Os.Łokietka znajdujące się w niskim bloku na parterze o powierzchni całkowitej 59 10 m składające się : z 3 ustawnych pokoi niezależnych pokój nr 1 - 21 40 m2 pokój nr 2 - 8 40 m 2 pokój nr 3 -...
783,160000,1,28.9,1,Poznań,| Polecam mieszkanie jednopokojowe w świetnej lokalizacji! Mieszkanie znajduje się na parterze czteropiętrowego bloku o łącznej powierzchni 28 9 m2 z czego pokój ma 17 5m2 oddzielna kuchnia o powierzchni 6 1m2 w łazienka w której spokojnie...
784,225000,1,40,1,Poznań Centrum,Polecamy na sprzedaż przestronną kawalerkę położoną w samym centrum Poznania w okolicy ul. Libelta. Mieszkanie zlokalizowane na pierwszym piętrze 4 piętrowego bloku.Teren ogrodzony możliwość parkowania przed blokiem.Do mieszkania przynależy...
785,249000,2,49,10,Poznań Rataje ul. Os.Lecha,Rataje - Os.Lecha 10 min od Malty doskonała lokalizacja 10 min od Starego Rynku idealna komunikacja : autobusy tramwaje pełna infrastruktura ; szkoły przedszkola sklepy poczta place zabaw służba zdrowia itp dwa niezależne pokoje...
786,236160,2,38.4,4,Poznań Winogrady ul. Hawelańska,Osiedle Nowe Winogrady zbudowaliśmy w północnej części Poznania w sąsiedztwie największego w mieście parku Cytadela i terenów rekreacyjnych nad Wartą. Pasjonaci historii mogą zwiedzać pobliskie stare forty z muzeami militariów. Lokalizacja...
787,480000,2,60,6,Poznań Rataje ul. Os. Piastowskie- Pelikan,Polecam na sprzedaż piękne przestronne mieszkanie na 6 piętrze w apartamentowcu nad Wartą ? Pelikan. Mieszkanie o powierzchni 60 metrów posiada taras o powierzchni 9 metrów z pięknym CENTRALNYM widokiem na park i rzekę Warte . Mieszkanie...
788,480924,4,65.88,4,Poznań Sołacz ul. Ul. Sokoła 21,Prezentowane mieszkanie znajduje się na 4 piętrze pięciokondygnacyjnego budynku przy ul. Sokoła. Na metraż mieszkania składają się 4 samodzielne pokoje w tym jeden z aneksem kuchennym łazienka oraz przedpokój. Do mieszkania przynależy balkon o...
789,285000,2,49.9,2,Poznań Naramowice ul. Błażeja,NOWA NIŻSZA CENA!!! Salon nieruchomości Iron House zachęca do kupna 2 pokojowego mieszkania o pow. 49 90 m2 o bardzo funkcjonalnym układzie na 2 piętrze budynku z windą oddanego w 2000 r. przy ul. Błażeja. Powierzchnię mieszkania tworzą:...
790,725336,4,106.52,3,Poznań Wilda ul. Św. Czesława,Oferta ekskluzywnie wykończonego apartamentowca w samym sercu Poznania. Lokalizacja pozwala na korzystanie ze wszystkich udogodnień jakie oferuje centrum miasta. Na chwilę obecną dostępne są duże apartamenty w tym jeden dwu-poziomowy.Link do...
791,825000,4,148,1,Poznań Naramowice ul. Błażeja,Polecam piękne 2 poziomowe 4 pokojowe mieszkanie typu open space w 6 rodzinnej willi miejskiej na poznańskich Naramowicach. Budynek położony jest w drugiej linii zabudowy gwarantującej ciszę. Mieszkanie wykończone komfortowo: na podłogach w...
792,224040,2,37.34,3,Poznań Wilda ul. Rolna 37 I 39,Nieruchomości Mieszkania Nieruchomości Mieszkania
793,320000,3,62,1,Poznań Grunwald ul. Okolica Namysłowskiej,IDEALNA OFERTA DLA MŁODYCH ! TRZY POKOJE W CENIE DWÓCH ! MIEJSCE W HALI GARAŻOWEJ! Polecam atrakcyjne mieszkanie położone na małym kameralnym osiedlu zaciszna uliczka na Poznańskim Grunwaldzie. Nieruchomość znajduje się na pierwszym piętrze 4...
794,244647,2,39.78,5,Poznań Winogrady ul. Hawelańska,Osiedle Nowe Winogrady zbudowaliśmy w północnej części Poznania w sąsiedztwie największego w mieście parku Cytadela i terenów rekreacyjnych nad Wartą. Pasjonaci historii mogą zwiedzać pobliskie stare forty z muzeami militariów. Lokalizacja...
795,341600,2,61,1,Poznań Poznań-Grunwald ul. Jana Matejki,Oferta sprzedaży mieszkania o łącznej powierzchni 61 m2 z ogródkiem 20 m2 na parterze rewitalizowanej zabytkowej kamienicy położonej przy ulicy Matejki jednej z najelegantszych ulic śródmieścia Poznania złożonej głównie z secesyjnych...
796,409500,4,78,1,Poznań Łazarz,Zapraszam do zapoznania się z ofertą sprzedaży mieszkania w atrakcyjnej okolicy ! Polecam na sprzedaż funkcjonalne mieszkanie w Poznaniu na Łazarzu o pow. 78 m2. Mieszkanie mieści się na parterze 4 piętrowego budynku wykonanym z cegły i składa...
797,279000,3,48,1,Poznań Winogrady ul. Winogrady,Przedmiotem sprzedaży jest 3-pokojowe mieszkanie o powierzchni 48 m2 znajdujące się na os.Pod Lipami na Winogradach. Mieszkanie usytuowane jest na 1 piętrze w 4-piętrowym bloku. Lokal o powierzchni 48m2 na który składają się: -trzy niezależne...
798,249875,2,40.63,4,Poznań Winogrady ul. Hawelańska,Osiedle Nowe Winogrady zbudowaliśmy w północnej części Poznania w sąsiedztwie największego w mieście parku Cytadela i terenów rekreacyjnych nad Wartą. Pasjonaci historii mogą zwiedzać pobliskie stare forty z muzeami militariów. Lokalizacja...
799,190000,2,52.4,1,Poznań ul. Głuszyna,--- ZIELONA OKOLICA --- NISKI BLOK --- PIERWSZE PIĘTRO --- Rozkładowe dwupokojowe mieszkanie położone w niskim bloku na kameralnym osiedlu tuż przy ścianie lasu - Głuszyna. Nieruchomość położona jest na pierwszym piętrze niskiego ...
800,531544,2,43.47,3,Poznań Stare Miasto ul. Dominikańska,Zapraszamy do zapoznania się z nową inwestycją firmy Jakś-Bud! Dominikańska 9 oferuje 52 luksusowe apartamenty o powierzchni od 31 m2 do ponad 200 m2. W cenie już od 7.960 zł./m2 brutto. Ulica Dominikańska znajduje się w samym sercu Poznania i...
801,360000,2,52,3,Poznań Wilda ul. Ul. Jana Umińskiego,Na sprzedaż atrakcyjne dwupokojowe mieszkanie o powierzchni 52 m2 położone na trzecim piętrze w czteropiętrowym budynku na Wildzie przy ul. Umińskiego. Budynek z 2000 r. Mieszkanie jest odświeżone gotowe do zamieszkania od zaraz. Pokoje...
802,195739,2,33.69,1,Poznań Nowe Miasto ul. Smolna 13 D,Nieruchomości Mieszkania Nieruchomości Mieszkania
803,360000,3,51.3,2,Poznań Piątkowo ul. Stróżyńskiego,NIEZALEŻNE POMIESZCZENIA! WYSOKI STANDARD! MIESZKANIE DWUPOZIOMOWE! KUPUJĄCY NIE PŁACI PROWIZJI! Na sprzedaż LUKSUSOWE 3-pok. mieszkanie o powierzchni 51 3m2 (dodatkową powierzchnię tj. 4 pokój stanowi przestronne pomieszczenie znajdujące się...
804,335714,3,61.05,2,Poznań Piątkowo ul. Mateckiego 4c Miejsce Parkingowe W Cenie,Mieszkanie składa się z trzech pokoi aneksu kuchennego łazienki oraz balkonu. Promocja! 2 Miejsca parkingowe w podziemnej hali garażowej w cenie.
805,195000,2,47,3,Poznań Dębiec ul. Azaliowa,OKAZJA!!! 47 4m2 2 pokoje niezależne 3 piętro 195tyś Mieszkanie w układzie niezależnym położone w spokojnej zielonej okolicy. Niedaleko znajdują się żłobek szkoła i przedszkole sklepy dobrze rozwinięta komuniklacja miejska tereny zielone...
806,279000,2,50,1,Poznań Stare Miasto,Klimatyczne mieszkanie dwupokojowe w secesyjnej kamienicy w sercu Poznania. Mieszkanie o powierzchni 50 m 2 na które składa się przestronny salon z aneksem kuchennym duża sypialnia oraz łazienka. Dzięki połączeniu salonu z aneksem kuchennym...
807,578000,2,56.4,3,Poznań Grunwald,Zachęcam do zapoznania się z ofertą sprzedaży luksusowego mieszkania z loggią na 3 piętrze nowoczesnego 5 piętrowego apartamentowca ECHO INVESTMENT przy ul. Wojskowej. Obiekt z 2011 r. z ochroną monitoringiem windami własnym dziedzińcem i...
808,270208,2,42.22,5,Poznań Piątkowo ul. Kurpińskiego,Nieruchomości Mieszkania Nieruchomości Mieszkania
809,260000,2,60,4,Poznań Jeżyce Grunwald Łazarz ul. Husarska,Atrakcyjne mieszkanie dwupokojowe na Grunwaldzie Główne atuty nieruchomości: • doskonała komunikacja z centrum • bliskość komunikacji miejskiej • cicha i spokojna okolica Nieruchomość złożona z: • pokój 20 m.kw • pokój 20 m.kw • kuchnia...
810,229000,2,39,2,Poznań Piątkowo,OBNIŻONA CENA! Pośrednik odpowiedzialny zawodowo - numer licencji 6054. Polecam na sprzedaż ładne zadbane mieszkanie 2 pokojowe w niskim bloku na zamkniętym osiedlu Batorego wybudowanego przez ATANERA. Mieszkanie składa się z: salon z...
811,435000,4,78,4,Poznań Stare Miasto ul. Centrum Dwupoziomowe,!!!!!!!!!!!!!!!!!!!!OKAZJA!!!!!!!!!!!!!!!!!!!!!!!!! DO DUŻEJ NEGOCJACJI POLECAM!!! Mieszkanie 4 pokojowe o Wysokim Standardzie dwupoziomowe o powierzchni 77 53m2 na Garbarach ul Wierzbowa w odnowionej kamiennicy w 2012r. Powierzchnia pokoi dół -...
812,511017,4,84.89,2,Poznań Grunwald ul. Gotowe Do Odbioru Jeleniogórska Mdm,KOMFORTOWE 4-POKOJOWE - GOTOWE DO ODBIORU nr mieszkania: F/15 cena brutto: 531.017 18 zł CENA PROMOCYJNA DO KOŃCA WRZEŚNIA: 511.017 18 ZŁ BRUTTO kondygnacja: II piętro balkon: tak komórka lokatorska: 2 35 m2 - w cenie mieszkania dodatkowe...
813,206375,1,31.75,8,Poznań Piątkowo ul. Kurpińskiego,Nieruchomości Mieszkania Nieruchomości Mieszkania
814,149000,1,22,5,Poznań Ogrody ul. Szpitalna,SUPER okazja SUPER lokalizacja! Kawalerka na Ogrodach! Zapraszamy do zapoznania się z ofertą sprzedaży kawalerki o powierzchni 22 m2 usytuowanej w bardzo atrakcyjnej lokalizacji na V piętrze bloku z cegły . Przestronne okna skierowane na...
815,290000,2,41,2,Poznań Podolany Strzeszyn Piątkowo Winogrady ul. Strzeszyńska Ul.,Polecam nowoczesne bardzo zadbane mieszkanie położone w dzielnicy Podolany. Całkowity metraż mieszkania - 41 59 m2. wraz z piwnicą. Blok wybudowany w 2006r. Mieszkanie zlokalizowany na 2 piętrze w dwupiętrowym budynku. Budynek...
816,599000,4,108,1,Poznań Grunwald,Na sprzedaż czteropokojowe mieszkanie położone na pierwszym piętrze o powierzchni 108 mkw w kamienicy po rewitalizacji. Budynek został wyposażony w WINDĘ. Lokalizacja ul. Bukowska (Poznań) blisko Międzynarodowych Targów Poznańskich....
817,289000,2,47.2,1,Poznań Nowe Miasto Rataje ul. Osiedle Rzeczypospolitej,Wspaniałe mieszkanie z możliwością przerobienia na 3 pokoje w atrakcyjnej i spokojnej części miasta. Główne atuty nieruchomości: • doskonała komunikacja z centrum • cicha i spokojna okolica • rozkład pomieszczeń Nieruchomość złożona z: • pokój...
818,273024,2,42.66,7,Poznań Piątkowo ul. Kurpińskiego,Nieruchomości Mieszkania Nieruchomości Mieszkania
819,481000,3,80.27,1,Poznań Jeżyce ul. Szamotulska,Proponuję do zakupu atrakcyjne przestronne mieszkanie 3 pokojowe o powierzchni blisko 81m2m2 położone na pierwszym piętrze bloku z cegły z 1948 roku wg projektu ówczesnego naczelnego architekta Poznania p.Władysława Czarneckiego. Budynek...
820,185000,2,37.5,10,Poznań Łazarz ul. Głogowska,Dominanta nieruchomości 692 721 633 Zapraszam do zapoznania się z ofertą sprzedaży mieszkania dwupokojowego usytuowanego na ostatnim piętrze wysokiego bloku przy ulicy Głogowskiej w dzielnicy Łazarz. Położenie mieszkania jest w idealnej...
821,619000,4,110,3,Poznań Jeżyce Sołacz ul. Wojska Polskiego,!!! ATRAKCYJNA OFERTA !!! Mieszkanie w tzw. willi miejskiej wybudowanej w 2000 roku w willi jest 8 mieszkań po dwa na każdym poziomie moje mieszkanie jest na samej górze dwupoziomowe z balkonem i widokiem na Sołacz obok nas jest Chata...
822,410000,4,99,1,Poznań Grunwald Łazarz Ok/Areny ul. Potworowskiego,****** CIEKAWA OFERTA Z DUŻYM POTENCJAŁEM IDEALNE NA MIESZKANIE BIURA PRACOWNIE GABINETY KANCELARIE itp.****** Polecamy do sprzedaży bardzo przestronne wygodne mieszkanie położone na Łazarzu w jednej z centralnych dzielnic miasta Poznania....
823,295000,2,58,3,Poznań Centrum ul. Rybaki,Polecam mieszkanie w CENTRUM Poznania na ul.Rybaki w pobliżu Stary Rynek Stary Browar szkoła blisko do węzła komunikacyjnego. Mieszkanie o pow. 58 10 m 2 piwnica 5 2 m 2 wysokość sufitu 2 90 m znajdujące się w kamienicy na 3 piętrze W skład...
824,369000,2,56,1,Poznań Morasko ul. Maciejewskiego,Przytulne mieszkanie na parterze w bloku mieszkalnym w Poznaniu w dzielnicy Morasko. Dwa pokoje z aneksem kuchennym okna wychodzące na południe; widok na podwórko. Standard wykończenia: Ściany - tynk; Podłogi - panele podłogowe; Okna - PCV;...
825,290000,3,54,3,Poznań Winogrady ul. Os. Powstańców Warszawy,Polecamy na sprzedaż: Mieszkanie wykończone w wysokim standardzie. Salon połączony z kuchnią dwie sypialnie i łazienka w pełni umeblowane. W pełni wyposażona kuchnia. w łazience prysznic. Przy przystanku PESTKA i autobusu. Dwa przystanki...
826,320000,3,61,3,Poznań Rataje,Polecamy na sprzedaż zadbane i ładne rozkładowo mieszkanie trzypokojowe o powierzchni 61 2m2 położone na trzecim piętrze niskiego bloku z płyty z lat siedemdziesiątych na os. Rzeczypospolitej w Poznaniu – idealne dla rodziny z dziećmi. Stan...
827,206063,2,34.06,4,Poznań Winogrady ul. Hawelańska,Osiedle Nowe Winogrady zbudowaliśmy w północnej części Poznania w sąsiedztwie największego w mieście parku Cytadela i terenów rekreacyjnych nad Wartą. Pasjonaci historii mogą zwiedzać pobliskie stare forty z muzeami militariów. Lokalizacja...
828,663000,4,114,1,Poznań Winogrady ul. Ataner Serbska/Naramowicka,Biuro Nieruchomości TENGO poleca: Polecam do sprzedaży atrakcyjne mieszkanie 4 pokojowe o pow. 87 1 m2 m2 (z pomieszczeniami przynależnymi 114 3 m2) znajdujące się na bardzo wysokim parterze w nowszym budynku (2006r.) z windą w kompleksie...
829,292040,3,49,4,Poznań Nowe Miasto ul. Smolna 13 D,Nieruchomości Mieszkania Nieruchomości Mieszkania
830,260848,2,43.84,2,Poznań ul. Karpia 25,Nieruchomości Mieszkania Nieruchomości Mieszkania
831,365000,4,71.3,4,Poznań Rataje,Oferta nr 15/MN/16 Dla rodziny dla studentów dla każdego! Duże bardzo dobrze utrzymane po remoncie 4 pokoje z dużym balkonem w niskim bloku na os. Czecha (jest KW więc można starać się o kredyt). Zapraszam do zapoznania się z ofertą...
832,225000,1,40.2,1,Poznań Stare Miasto Centrum ul. Kościuszki Libelta,Na sprzedaż jedno pokojowe mieszkanie położone w Poznaniu - Centrum - ul. Kościuszki. Mieszkanie o powierzchni 40 2 mkw na 1 piętrze w niskim bloku. ROZKŁAD MIESZKANIA: pokój dzienny oddzielna duża kuchnia z oknem łazienka korytarz (możliwość...
833,287000,2,49.3,11,Poznań Stare Miasto Piątkowo,Atrakcyjne 2 pokojowe mieszkanie na Os. Jana III Sobieskiego na XI piętrze - niezależne 2 pokoje - oddzielna kuchnia - łazienka i ubikacja - dodatkowo pomieszczenie gospodarcze na piętrze Mieszkanie jest po generalnym remoncie -...
834,293706,2,46.62,2,Poznań Łazarz ul. Kasprzaka 13,Na tyłach szkoły muzycznej pomiędzy ulicami Kasprzaka i Głogowską powstaje niepowtarzalny projekt INVENTIA który harmonijnie łączy historię i dzień dzisiejszy. Znakomite położenie w bezpośrednim sąsiedztwie Międzynarodowych Targów...
835,295000,2,50.2,2,Poznań Jeżyce Jeżyce ul. Jackowskiego,Oferta bezpośrednio od właściciela. Nie ponosisz kosztów pośrednictwa. Mieszkanie 2-pokojowe w oficynie wyremontowanej kamienicy na Jeżycach układ pomieszczeń niezależny pokój z aneksem 25 m2 sypialnia 14 1 m2 łazienka 3 6 m2. W okolicy...
836,308000,2,77,5,Poznań Stare Miasto ul. Mostowa,KUPUJ Z POŚREDNIKIEM - KUPUJ BEZPIECZNIE Przedmiotem oferty jest mieszkanie 2 pokojowe o pow. 77m2. Mieszkanie znajduje się kamienicy na 5 piętrze przy ul. Mostowej i jest po remoncie. Lokal składa się z 2 pokoi kuchni łazienki i przedpokoju....
837,353941,3,59.99,2,Poznań Grunwald ul. Matejki,Kamienica Matejki to inwestycja położona w najpiękniejszej części Grunwaldu otoczonej licznymi terenami zielonymi. Bliskość ulic Grunwaldzkiej i Głogowskiej gwarantuje łatwy i szybki dojazd do Centrum Poznania oraz szlaków komunikacyjnych. W...
838,268832,2,43.36,4,Poznań Piątkowo ul. Kurpińskiego,Nieruchomości Mieszkania Nieruchomości Mieszkania
839,274900,2,49.3,11,Poznań Piątkowo ul. Os. Sobieskiego,Na sprzedaż KOMFORTOWE i FUNKCJONALNE 2-pokojowe mieszkanie położone na Piątkowie na Osiedlu Jana III Sobieskiego. Mieszkanie znajduje się na 11 piętrze w wysokim odnowionym bloku z 2 windami. Lokal o powierzchni 49 30 m2 składa się z 2...
840,423523,3,69.43,2,Poznań Górczyn ul. Knapowskiego,Knapowskiego 25 to kameralny budynek składający się z 4 kondygnacji w tym 17 mieszkań oraz jeden lokal usługowy. Na parterze znajdują się garaże z indywidualnymi wjazdami. Garaże dostępne są również na zewnątrz zaś na terenie działki 9 miejsc...
841,335000,2,53,1,Poznań Naramowice ul. Rubież,OFERTA LICENCJONOWANEGO POŚREDNIKA-GWARANCJĄ BEZPIECZNEJ SPRZEDAŻY. Polecam do sprzedaży przestronne dwupokojowe mieszkanie 53m2 z dużym tarasem. Lokalizacja- Naramowice. Mieszkanie na I piętrze rok budowy 2010r. 2 pokoje kuchnia korytarz ...
842,340000,3,47.4,5,Poznań Jeżyce ul. Sienkiewicza,Ciche mieszkanie na piątym piętrze w bloku mieszkalnym w Poznaniu w dzielnicy Jeżyce. Trzy pokoje okna wychodzące na południe wschód; widok na podwórko. Standard wykończenia: Ściany - gładź gipsowa tapeta; Podłogi - panele podłogowe; Okna -...
843,260000,2,44,6,Poznań,Polecam do kupna bardzo ładne przytulne wyremontowane mieszkanie w dzielnicy Grunwald w Poznaniu przy ul. Newtona 12 o powierzchni 44 1 m2 Mieszkanie dwupokojowe składa się z : 2 pokoje są niezależne kuchnia łazienka korytarz zabudowany...
844,189500,2,44,2,Poznań Grunwald Centrum ul. Raszyńska,Polecam na sprzedaż mieszkanie dwu-pokojowe zlokalizowane na drugim piętrze w niskim ocieplonym bloku z cegły na Poznańskim Grunwaldzie przy ul.Raszyńskiej. Na metraż 44m2 składa się z dwóch niezależnych pokoi oddzielnej jasnej kuchni ...
